address,price,listing_status,days_on_site,type,MLS_number,beds,baths,sq_ft_lot,garage,sq_ft,year_built,desc,bedrooms_desc,bathroom_desc,kitchen_desc,dining_room_desc,family_room_desc,fireplace_desc,flooring_desc,laundry_desc,cooling_desc,heating_desc,roof_desc,fundation_desc,pool_desc,style_desc,horse_property_desc,garage_desc,elementary_district_desc,high_school_district_desc,unit_levels_desc,sewer_desc,water_desc,hoa_fee_desc,complex_amenities_desc,zoning_desc
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,Welcome to an extraordinary affordable and luxurious custom nestled in the hills of Turtle Rock Highlands Garden. Inspired by Craftsman style architecture this truly one-of-a-kind residence in a very good location with excellence school district in Irvine. This home is conveniently situated across from Turtle Rock Community Park. Upon entering an inviting great room with cathedral ceilings with marble fire place. Functional living spaces blend comfort and beauty at every turn. Inspired kitchen has you would dream of including baking food prep and cooking zones with expanded breakfast area with brick fire place. An entertainers dream. The upstairs master suite is filled with natural light and offers soaring ceilings a large walk in closet updated master bath with over sized Jacuzzi tub and Two large secondary bedrooms pulse extra bedroom. Enjoy deck with breath taking view in private green back yard. This beautiful property seats in award-winning schools greenbelts and steps from the community pool. NO Mello Roos and LOW Price to sell.,Master Suite/Retreat  Other,–,–,–,Other,Family Room Living Room Master Bedroom,–,In Laundry Room,Central Forced Air,Forced Air,Shingle  Wood,–,Community Facility,–,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$99,Barbecue Area Community Pool Picnic Area,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,Welcome to an extraordinary affordable and luxurious custom nestled in the hills of Turtle Rock Highlands Garden. Inspired by Craftsman style architecture this truly one-of-a-kind residence in a very good location with excellence school district in Irvine. This home is conveniently situated across from Turtle Rock Community Park. Upon entering an inviting great room with cathedral ceilings with marble fire place. Functional living spaces blend comfort and beauty at every turn. Inspired kitchen has you would dream of including baking food prep and cooking zones with expanded breakfast area with brick fire place. An entertainers dream. The upstairs master suite is filled with natural light and offers soaring ceilings a large walk in closet updated master bath with over sized Jacuzzi tub and Two large secondary bedrooms pulse extra bedroom. Enjoy deck with breath taking view in private green back yard. This beautiful property seats in award-winning schools greenbelts and steps from the community pool. NO Mello Roos and LOW Price to sell.,Master Suite/Retreat  Other,–,–,–,Other,Family Room Living Room Master Bedroom,–,In Laundry Room,Central Forced Air,Forced Air,Shingle  Wood,–,Community Facility,–,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$99,Barbecue Area Community Pool Picnic Area,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,Beautiful Spanish-style home with Community Parkview !  Corner location of the park.  4 Bedrooms 4.5 Bathrooms and 2-car garage. Bright and light    duel  master suites one is  on the main level with walk-in closet.   Gourmet kitchen with granite counter tops stainless steel appliances including built-in refrigerator dish washer and microwave enter island and  beautiful maple cabinetry. A spacious great room with sliding door open to a ample sized back yard.  Upstairs loft and each bedroom has it own bathroom. Built-in Solar System Green Technology.  Walking distance to the  Beacon Elementary/Middle School the community center pools and trails. Center location of the Orange county Great Park!,Ground Floor Bedroom Master Suite/Retreat Master Suite/Retreat - 2+,–,Dishwasher Garbage Disposal  Microwave  Other Oven Range - Built-In  Refrigerator,"Breakfast Bar Dining ""L""  Other",–,None,–,In Laundry Room  Other Upper Floor,Ceiling Fan Central Forced Air,Central Forced Air,–,–,Community Facility Spa - Community Facility,–,–,Garage  Other Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$215,Barbecue Area Community Pool  Playground,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,Beautiful Spanish-style home with Community Parkview !  Corner location of the park.  4 Bedrooms 4.5 Bathrooms and 2-car garage. Bright and light    duel  master suites one is  on the main level with walk-in closet.   Gourmet kitchen with granite counter tops stainless steel appliances including built-in refrigerator dish washer and microwave enter island and  beautiful maple cabinetry. A spacious great room with sliding door open to a ample sized back yard.  Upstairs loft and each bedroom has it own bathroom. Built-in Solar System Green Technology.  Walking distance to the  Beacon Elementary/Middle School the community center pools and trails. Center location of the Orange county Great Park!,Ground Floor Bedroom Master Suite/Retreat Master Suite/Retreat - 2+,–,Dishwasher Garbage Disposal  Microwave  Other Oven Range - Built-In  Refrigerator,"Breakfast Bar Dining ""L""  Other",–,None,–,In Laundry Room  Other Upper Floor,Ceiling Fan Central Forced Air,Central Forced Air,–,–,Community Facility Spa - Community Facility,–,–,Garage  Other Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$215,Barbecue Area Community Pool  Playground,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,This new home by Lennar features three-bedroom three-and-a-half-bathroom and 2 car garage with an open-concept layout throughout the main living area where the kitchen living and dining area effortlessly connect. The large loft off the master provides extra space and a great spot to lounge. Gorgeous outdoor living spaces such as the covered porch downstairs patio and the open-roof deck are perfect for enjoying Southern California’s warm climate. And everyone wins with a walk-in closet and private bathroom in every bedroom. Solar Panels are built in as well making it easy to be energy efficient with the other items including insulated garage door and tankless water heater. This home is a must see! Home ready fro a November move-in.,Master Suite/Retreat  Other,–,–,–,–,None,–,In Laundry Room Upper Floor,Central Forced Air,–,–,–,Community Facility Spa - Community Facility,Other,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$297,Barbecue Area Community Pool  Other,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,This family-friendly three-story detached condo enters into a living area featuring a great room dining room and gourmet kitchen with center island. The stackable sliders off the breakfast nook completely open to the indoor/outdoor California room perfect for entertaining. On the second floor the den provides a great gathering place for game nights or an open office area and the master suite comes complete with a spa-like master bath including a separate tub. Utilize the third-floor bonus room as a home theater entertainment area or separate home office and enjoy outdoor living from the large covered deck with slider doors. In addition each home showcases Lennar’s Everything's Included® program. Residents will also be able to take advantage of all of the wonderful amenities that the Great Park Neighborhoods has to offer such as pools playgrounds BBQs clubhouses and more Home ready for move in December 2018.,Ground Floor Bedroom Master Suite/Retreat,–,–,–,–,None,–,In Laundry Room Upper Floor,Central Forced Air,–,–,–,Community Facility Spa - Community Facility,–,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$215,Club House Community Pool  Playground,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,This new home features 4 bedrooms and 4.5 baths.  Residence Two is a gorgeous two-story home that features four bedrooms and four-and-a-half bathrooms. With a layout perfect for entertaining this home provides an open-concept design throughout the main living area with a covered patio off the dining room. The gourmet kitchen showcases a large island with stainless-steel farmhouse sink beautiful cabinetry with soft-close hinges and gorgeous countertops. Each bedroom enjoys its own walk-in closet and private bathroom for added luxury and appeal In addition each home showcases Lennar’s Everything's Included® program. Home also includes upgraded appliances (GE Monogram) Quartz counters in the kitchen and white cabinets. Home ready for move-in Feb 2019.,Ground Floor Bedroom Master Suite/Retreat,–,–,–,–,None,–,In Laundry Room Upper Floor,Central Forced Air,–,–,–,Community Facility Spa - Community Facility,–,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$297,Barbecue Area Community Pool  Other,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,"Brand new home in Eastwood Village. Welcome to Avila! This impressive 4bd/3 bath home boasts a covered porch entry that leads to a large open great room that includes bi-fold glass doors that open to your backyard Gourmet Kitchen with stainless steel GE Monogram 36"" Professional Range top Hood convection wall oven and center kitchen island. The main floor also features a private bedroom perfect for guests. Upstairs you will find a loft and three bedrooms master bedroom suite with large walk-in closet two sinks tub and large walk in shower.  This home includes many features and buyers still have the opportunity to upgrade and personalize your home with your choice of counter tops flooring tile surrounds and finishes.   This home also includes new home energy efficiencies and warranty programs and is scheduled to be completed in March 2019. Eastwood Village is loaded with amazing amenities including pools parks trails and close to shopping Irvine schools and freeways.",Ground Floor Bedroom Master Suite/Retreat,–,Dishwasher Exhaust Fan  Microwave  Other Oven Range - Gas Exhaust Fan  Other  Pantry,Formal Dining Room,–,None,–,Hookup - Gas Dryer In Laundry Room Upper Floor,Central Forced Air  Other,Central Forced Air,–,Slab,Community Facility,French,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$135,Barbecue Area Community Pool Picnic Area,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,This is your opportunity to own currently sold out Palencia Plan 4. The Palencia Plan 4 has 3 bedrooms and 3.5 bathrooms plus office and loft. Enter through a 2 story entrance with a private office off to the side followed by a secondary bedroom with en-suite bathroom. Hallway to the great room has first floor laundry and powder room. The spacious great room is central in the home and opens up to the covered California room dining area and gourmet kitchen. Gourmet kitchen features upgraded Kitchen Aid stainless steel appliances Della Terra Quartz countertops and white cabinets extended to the ceiling. First floor Master suite has a spacious bedroom and en-suite bathroom modeled after a spa: dual sink vanities soaking tub and large walk-in shower. Second floor features loft and a third bedroom with full bath and is the perfect retreat for older children or guests. Enjoy access to The Travata Club: a state-of-the-art 65” salt water lap pool and spa a fully-equipped fitness center dedicated outdoor yoga lawn bocce ball and pickleball courts a dog park with two hydrations and washing stations onsite bar and lounge library meeting rooms and private event space. One of the best part of Travata? NO MELLO ROOS,Ground Floor Bedroom Master Suite/Retreat,–,Other,–,–,None,–,In Laundry Room  Other,Central Forced Air,–,–,–,Community Facility,–,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$290,Barbecue Area Club House Community Pool Gym / Exercise Facility  Other,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,You'll fall in love with this terrific five-bedroom home in Northpark. A former model home it boasts approximately 3567 square feet and backs to a beautiful park in the Huntington Collection. Amenities and upgrades of the property include a formal living room and dining room butler's pantry family room home office a downstairs bedroom and bath hardwood floors plantation shutters coffered ceilings crown moldings and wrought iron accents.,Ground Floor Bedroom Master Suite/Retreat,–,Dishwasher Garbage Disposal  Microwave  Other Oven Range - Built-In Pantry,–,Other,Living Room,–,In Laundry Room  Other,Central Forced Air,Forced Air,–,–,Community Facility,–,–,Garage Garage: 2 Car(s),Tustin Unified,Tustin Unified,–,–,–,$176,Community Pool,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,PREMIUM corner lot location in Gated Oak Creek's Kenwood Estates SINGLE loaded street directly across from large grassy park and soccer area with five bedrooms plus LARGE LOFT plus OFFICE and a 3-car direct access garage with epoxy flooring professional lighting and additional custom storage cabinets! Fabulous floor plan includes formal living & dining area! SEPARATE FAMILY ROOM with fireplace nook dining & inside laundry room! Light and Bright! Upgrades include elegant hardwood and neutral carpet flooring designer paint plantation shutters multiple ceiling fans integrated surround sound family room speaker system and more!! Open kitchen includes solid granite counters and sit-up island sub-zero built-in refrigerator and built-in microwave. Opulent master bath comes complete with solid granite countertop shower enclosure and full tub-surround! LARGE back yard includes great looking low maintenance faux turf premium flagstone decking stacked stone retaining wall wide variety of fruit trees outdoor speakers and custom BBQ! Just steps to award winning Oak Creek Elementary choice of three private community pools tennis volleyball soccer and upscale Oak Creek dining!!,Ground Floor Bedroom Master Suite/Retreat,–,Built-in BBQ Grill  Dishwasher Garbage Disposal  Microwave  Other Oven - Gas Oven Range - Gas  Refrigerator,Breakfast Bar Breakfast Nook Formal Dining Room,Other,Family Room,–,Other,Ceiling Fan Central Forced Air,Forced Air,Tile,–,Community Facility Spa - Community Facility,–,–,Garage  Other Garage: 3 Car(s),Irvine Unified,Irvine Unified,–,–,–,$105,Barbecue Area Club House Community Pool Picnic Area  Playground,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,This brand new construction home by Irvine Pacific is ready for a quick move-in. Located in the Piedmont neighborhood in Eastwood Village this 2500 SQ FT Plan 2 detached home features French architecture with 4 Bedrooms + Loft (including 1 Bedroom on the first floor) 4 Bathrooms and a Gourmet Kitchen includes upgraded counters full decorative backsplash built-in Stainless Steel KitchenAid appliances complete with microwave dishwasher 5 burner stovetop & oven.  The expansive Great Room features crown molding and abundant windows for natural light.  The Master Bedroom includes a Coffered Ceiling and Walk-In Closet. There is a direct access 2 car attached garage with a private driveway.  Eastwood Village amenities include multiple parks pools and basketball courts along with volleyball courts baseball and soccer fields and a beautiful clubhouse.  Home is located within close proximity to the celebrated Northwood High School.,Ground Floor Bedroom Master Suite/Retreat,–,Dishwasher Exhaust Fan  Microwave  Other Oven Range - Built-In Oven Range - Gas Exhaust Fan,–,–,None,–,In Laundry Room Laundry Area  Other,Central Forced Air,Central Forced Air  Other,–,–,Community Facility  Heated In Ground Spa - Community Facility,–,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$135,Barbecue Area Community Pool  Playground,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,This is one of the kinds beautiful Westpark Vintage Plan B in an exceptional location in the city of Irvine. The Home features: Great curb appeal with double doors entry (9 feet +) high ceiling that is hard to find formal living room with dual pane windows shine throughout the home with natural light nicely upgraded granite countertops and beautiful large windows in the kitchen with island built-in oven microwave gas range breakfast nook and pantry custom fireplace. Open floor plan pair with gorgeous hardwood flooring. Two entryway to the backyard. living room and dining area. Professionally landscaped around the backyard with one of the kind cement patio perfect for entertaining. The spacious master bedroom features two walk-in closets dual vanity master bath and oversized walk-in shower plus the soak tub. (1) room on the first floor and (4) room in the 2nd. HOA amenities include pools spas tennis courts basketball courts parks.  Award-winning school Plaza Vista School South Lake Middle School Woodbridge High School and the University of California Irvine.,Master Suite/Retreat,–,Microwave  Other Oven Range - Gas  Refrigerator  Washer Pantry,Breakfast Nook Formal Dining Room,Other,Dining Room Gas Burning,–,Other,Central Forced Air,Fireplace,Other,None,Community Facility Spa - Community Facility,–,–,Garage: 3 Car(s),Irvine Unified,Irvine Unified,–,–,–,$49,Community Pool  Other Picnic Area  Playground,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,Serenade at Cadence Park in the Great Park Neighborhoods is a new collection of beautiful single-family homes located in Irvine. This two-story home is 2983 square feet with 4 bedrooms and 4 bathrooms.  This home has three bedrooms including the master bedroom downstairs. The floor plan features open-concept living areas kitchen with GE Monogram 48-inch stovetop and double-ovens and a covered California Room with stacking patio doors featuring indoor and outdoor living. Serenade is a part of Lennar’s Everything’s Included® program which offers a high level of upgraded appointments as standard such as GE Monogram stainless-steel appliances with built-in GE Monogram refrigerator beautiful cabinetry with soft-close doors exquisite Quartz kitchen countertops stacking patio doors and more. Serenade homeowners will be within a three-block walking distance to the new Cadence Park School (K-8) which opens this fall and part of the award-winning Irvine Unified School District. Residents will also be able to take advantage of all of the resort-style amenities that the Great Park Neighborhoods has to offer such as pools playgrounds BBQs clubhouses and more.  In addition Lennar is introducing the world’s first Wi-Fi CERTIFIED Home Design™ – no more wifi,Ground Floor Bedroom Master Suite/Retreat,–,Other,–,–,Other,–,In Laundry Room  Other,Central Forced Air,–,–,–,Community Facility Spa - Community Facility,–,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$215,Club House Community Pool  Playground,–
"102 Measure, Irvine, CA, 92618","$1,439,990",Active,178,Single Family Residence,CRCV18179153,4,4/1,"6,601",2,"2,891",2018,Marcato at Cadence Park in the Great Park Neighborhoods is a new collection of beautiful single-family homes located in Irvine. This two-story home is 2891 square feet with 4 bedrooms and 4.5 bathrooms.  This home has bonus room for entertainment as well as a bedroom on the first floor that is perfect for guests or relatives. The floor plan features open-concept living areas kitchen with GE Monogram 48-inch stovetop and double-ovens and a covered California Room with stacking patio doors featuring indoor and outdoor living. Marcato is a part of Lennar’s Everything’s Included® program which offers a high level of upgraded appointments as standard such as GE Monogram stainless-steel appliances with built-in GE Monogram refrigerator beautiful cabinetry with soft-close doors exquisite Quartz kitchen countertops stacking patio doors and more. Marcato homeowners will be within a three-block walking distance to the new Cadence Park School (K-8) which opens this fall and part of the award-winning Irvine Unified School District. Residents will also be able to take advantage of all of the resort-style amenities that the Great Park Neighborhoods has to offer such as pools playgrounds BBQs clubhouses and more.  In addition Lennar is introducing the worl,Ground Floor Bedroom Master Suite/Retreat,–,–,–,–,None,–,In Laundry Room Upper Floor,Central Forced Air,–,–,–,Community Facility Spa - Community Facility,–,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$215,Club House Community Pool  Playground,–
