address,price,listing_status,days_on_site,type,MLS_number,beds,baths,sq_ft_lot,garage,sq_ft,year_built,desc,bedrooms_desc,bathroom_desc,kitchen_desc,dining_room_desc,family_room_desc,fireplace_desc,flooring_desc,laundry_desc,cooling_desc,heating_desc,roof_desc,fundation_desc,pool_desc,style_desc,horse_property_desc,garage_desc,elementary_district_desc,high_school_district_desc,unit_levels_desc,sewer_desc,water_desc,hoa_fee_desc,complex_amenities_desc,zoning_desc
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,This brand new 2 story new home features 3 bedrooms plus bonus room 2.5 baths with 2 half baths and California room with fireplace. This spacious home boasts an open-concept layout throughout the main living area and the stunning outdoor California room opens up into the main home with stackable slider doors. The downstairs master suite features a spa-like master bathroom with separate shower and garden tub. A large bonus room provides extra living space. In addition each home showcases Lennar’s Everything's Included® program. Home also features Wolf stainless steel appliances white cabinets Carrara Quartz counters and 2 car garage. Home ready for move in December 2018.,Ground Floor Bedroom Master Suite/Retreat,–,–,–,–,Other,–,In Laundry Room Upper Floor,Central Forced Air,–,–,–,Community Facility Spa - Community Facility,–,–,Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$297,Barbecue Area Community Pool  Other,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,This beautiful home in the gated neighborhood of Huntington Court is only 1 mile from the sands of Huntington Beach and has been completely redone two years ago from top to bottom  with convenience and luxury in mind. Unique to this home is the central entertainment system that has been built throughout the house and backyard. This home has a total of 7 entertainment zones (2 outside 1 in the family room 1 in the master bedroom & 1 in the master bath). Also the family room and master bedroom have surround sound... great spaces to watch movies or listen to your favorite music! All of this is easily controlled by your iPhone \IPad or the 3 remotes that come with the house. As you walk through the house you will notice all the detail that has gone into this home. The new kitchen is equipped with top of the line Thermador appliances including 2 full size ovens soft-closing custom cabinetry quartz countertops and tile backsplashes. The upgrades extend to the gorgeous master bath that is like a spa-like retreat with an amazing steam shower extra deep soaking tub custom tile work and cabinetry with an abundance of storage for all your bathroom needs. There is even a heated drawer to warm your towels for when you step out of the shower or bath. This h,Master Suite/Retreat  Other,–,Dishwasher Garbage Disposal Hood Over Range Ice Maker  Microwave  Other Oven - Double  Refrigerator Other  Pantry,Formal Dining Room In Kitchen,Other,Family Room Gas Burning Living Room,–,In Laundry Room,Ceiling Fan,Forced Air,Tile,–,None,Contemporary,–,Garage Gate/Door Opener  Other Garage: 3 Car(s),–,Huntington Beach Union High,–,–,Other,$139,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Location location location. Sought after University Park area with no Mello Roos and low HOA fees. Newer residence built in 2013 this is a small enclave of just 58 homes in the University High School district. The open floor plan features great room high ceilings gourmet kitchen with stainless appliances dark upgraded cabinets quartz counters large kitchen island walk in pantry and beautiful hardwood floors. Residence features four bedrooms and three baths with one bedroom and bath on main level and would  make a great guest room or office.  Large master suite bathroom features  large soaking tub with separate shower dual vanities walk-in closet with built-ins drawers for ease of organization. Additional bedrooms feature a Jack and Jill bathroom. Highly upgraded throughout with hardwood floorscrown molding additional cabinets and Plantation shutters. Laundry room is located on upper level and has built-in cabinets sink and large  linen /storage closet. Backyard is entertainers delight covered dining area built in seating  firepit and outdoor bar. Low maintenance yard giving you more time to enjoy this beautiful home. Close to wonderful restaurants parks recreational areas and freeways. This is an established area of Irvine with all o,Ground Floor Bedroom Master Suite/Retreat,Jack and Jill,Other Oven - Electric Other  Pantry,"Breakfast Bar Dining ""L""",–,None,–,In Laundry Room Upper Floor,Central Forced Air,Forced Air,–,–,Community Facility,–,–,Garage  Other Garage: 2 Car(s),Irvine Unified,Irvine Unified,–,–,–,$158,Club House Community Pool Picnic Area  Playground,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,We are pleased to present 779 Shalimar Dr. Costa Mesa a four unit apartment investment opportunity.  Costa Mesa is ideally located in central Orange County just a couple miles from the beach and surrounded by major employment as well as abundant dining shopping and retail options.  It has long been a preferred location for rental property investors because of its strong market fundamentals and a population that includes 60% renters.  779 Shalimar Drive is comprised of (2)  two bedroom/one bathroom units and (2) three bedroom one and a half bathroom units.  The property is just two miles to the beach and located near The Triangle and 17th Street’s plentiful retail shops and restaurants.  Note: The two downstairs units (one 3BR and one 2BR) are leased on a yearly basis to Think Together afterschool program and have been operated as such for nearly 25 years.  *Excellent Mix of 2 and 3-Bedroom Units *Desirable Location Near the Triangle and 17th Street Retail *Two Miles from the Beach *Strong Rental market in Rapidly Gentrifying Area *Walk Score of 74 (Very Walkable),–,–,–,–,–,–,–,None,–,–,–,–,None,–,–,Garage: 0 Car(s),–,–,–,–,–,–,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,"Nestled up on the highly desirable and prestigious ""Hidden Hills"" of Yorba Linda on one acre of land you'll find this two story 4195 square foot beauty with well-manicured drought resistant landscape gorgeous curb appeal and picturesque views. The stunning great room when you enter has soaring ceilings skylights and massive windows that create the perfect entertainment flow. Flooded with sunlight through plentiful windows the kitchen features endless cabinetry and counter space where you will have no problem succeeding in this kitchen whether you’re cooking for the family or entertaining a full house of guests making it ideal for hosting. A grand master suite on the main floor features an ultra-spacious bathroom retreat. Upstairs you’ll find 3 spacious rooms plus an oversized bonus/game room with a bar and ample space for indoor entertainment or relaxation. The possibilities are endless and the choice is all yours. The lush and private rear yard with numerous trees and perimeter planter beds offers great potential to add a pool. Organic garden engage in recreation BBQ and dine outdoors. Great location with many conveniences in its proximity. There are equestrian trails all throughout the city it’s a short walk to Eastside Community Park loc",Ground Floor Bedroom Master Suite/Retreat,–,Dishwasher  Freezer Garbage Disposal Ice Maker  Microwave  Other Oven - Double  Refrigerator Trash Compactor Other,Breakfast Nook Formal Dining Room In Kitchen,Other,Dining Room Master Bedroom Other Location,–,In Laundry Room  Other,Central Forced Air  Other,Central Forced Air,–,–,None,–,–,Garage Garage: 3 Car(s),Placentia-Yorba Linda Unified,Placentia-Yorba Linda Unified,–,–,–,$0,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,This one-of-a-kind masterpiece of sophistication offers you a world of delight unlike any other in its ability to take your breath away with every moment that you get a chance to call this home. When you think of horse property in Orange County immediately the prestigious equestrian community of Orange Park Acres comes to mind. Enjoy your own 2-stable accommodations that sit on nearly 1/3 acre & boasts a grand floor plan of nearly 4200 sq ft. 5 bedrooms 5 ½ bathrooms which includes an end-of-wing mother-in-law suite (or double master) & main floor bedroom/1.5 bathrooms & 3 fireplaces. Soaring ceilings sweeping staircase interior & exterior balconies windows galore to enjoy every view. Chef’s kitchen butler pantry & nook offer the perfect high-end amenities to host elegant dinner parties or lazy morning breakfasts. The royal jewel master suite comes with its own fireplace 2 bountiful walk-in closets his/her water closets & vanities sprawling shower & 2-person spa tub sauna plus a retreat suitable for home gym or office. Exquisite hardwood floors masterful carpentry accents & designer touches adorn throughout. Private gated grounds are perfect for entertaining with many sitting areas to enjoy the sparkling pool spa & large yard with tall t,Dressing Area Ground Floor Bedroom Master Suite/Retreat,Jack and Jill,Dishwasher Exhaust Fan Garbage Disposal Ice Maker  Microwave  Other Oven - Double Oven - Self Cleaning Oven Range - Built-In  Refrigerator Warming Drawer Exhaust Fan  Other  Pantry,Breakfast Bar Breakfast Nook Formal Dining Room,Other,Family Room Gas Burning Gas Starter Living Room Master Bedroom,–,In Laundry Room  Other,Ceiling Fan Central Forced Air,Central Forced Air,–,Slab,Heated Heated - Gas In Ground  Other Pool - Yes Spa - Private,–,Yes,Drive Through  Garage Gate/Door Opener  Other Room for Oversized Vehicle Garage: 3 Car(s),Orange Unified,Orange Unified,–,–,–,$0,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,"New Construction almost ready for move in!  Our popular Plan 1X on a great lot that faces the communities signature ""Hangout"" park.  Master and 2 additional bedrooms downstairs 4th bedroom and bonus room upstairs 4.5 baths and a 3-Car Split Garage.   Generous open floor plan with stacking doors opening to the backyard located in the Award Winning Master plan of Rancho Mission Viejo and built by The New Home Company. Jenn Air Appliances White Cabinets Quartz Kitchen Countertops with a Custom Backsplash Upgraded Shower Tile Two Tone Paint upgraded Engineered wood flooring throughout and more!! Enjoy acres of community open space and countless community amenities within a short drive to the coast.",Ground Floor Bedroom,–,Dishwasher Hood Over Range  Microwave  Other Other  Pantry,Formal Dining Room In Kitchen,–,Other Location,–,In Laundry Room,Central Forced Air,Fireplace Forced Air,–,–,Community Facility Spa - Community Facility,–,–,Attached Garage  Garage  Other Garage: 3 Car(s),Capistrano Unified,Capistrano Unified,–,–,–,$189,Barbecue Area Club House Community Pool Game Room Gym / Exercise Facility  Other Picnic Area  Playground,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Welcome to Niguel Shores.  This SINGLE LEVEL Single Family Residence is located on a quiet street within the charming seaside community of Niguel Shores.  This home features 3 Bedrooms 2 Full Baths and has been updated throughout and has so much charm!  The home is warm and inviting once you enter the gated front courtyard which has abundant room for entertaining and outdoor dining.  The inside of the home is freshly painted and features dark hardwood flooring throughout.  There is ample room for dining and entertaining and has some added storage areas.  This home features A/C and also has ceiling fans throughout.  There is a sizable Master Suite with a large Master Bath w/ dual vanities and custom closets.  The exterior of the home has a nice sitting area both front and back and also features an above ground spa and peek ocean views from the back areas of the property.  This home is located on a great street that is very quiet and peaceful.  Niguel Shores has a great community center clubhouse complex tennis courts parks and play areas pool spa and of course our ocean front bluff park which is like no other neighborhood around.  Niguel Shores is adjacent to the Ritz Carlton Hotel the Monarch Beach Resort and also many great local restaurant and sh,Ground Floor Bedroom,–,Dishwasher Garbage Disposal  Microwave,–,–,Gas Burning Living Room,–,Hookup - Gas Dryer In Closet In Garage,Central Forced Air,Central Forced Air,–,–,Community Facility,–,–,Garage: 2 Car(s),Capistrano Unified,Capistrano Unified,–,–,–,$280,Barbecue Area Community Pool Picnic Area  Playground,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,"HIGHLY MOTIVATED SELLER!! LOOKING TO SELL QUICKLY. SELLER HAS 1031 EXCHANGE PROPERTY ALREADY IN ESCROW. SUBMIT ALL OFFERS.
We are pleased to offer 2221 Alabama Street Huntington Beach a 3-unit apartment opportunity located in a prime rental location in Huntington Beach.  The city is home to almost 40% renters making Huntington Beach a smart place to invest.  The opportunity 2221 Alabama Street is comprised of (1) one bedroom/one bathroom unit (1) two bedroom/ one a half bathroom unit and (1) three bedroom/two bathroom unit.  Tenants enjoy garage parking patios and balconies- all while being a short distance to the beach and all of what Huntington Beach has to offer.  The offering at 2221 Alabama Street has upside potential on currents that are not subject to rent control which makes this ideal for an owner-occupy setup.  Also can be purchased together with 3 units at 211 Utica Avenue Huntington Beach.  *Great Unit Mix of 1 2 & 3-Bedrooms *Exceptionally Large Units w/Vaulted Ceilings *Less than One Mile to Seacliff Village Shopping Center and a Short Ride to Downtown HB Pier Pacific City etc. *Highly Desirable Rental Location *Perfect for Owner Occupy *4.25% Fixed Rate Financing Available *Can be Purchased Together with 3 Units at 211 Utica",–,–,–,–,–,–,–,Community Facility,–,–,–,–,None,–,–,Garage: 4 Car(s),–,–,–,–,–,–,–,–
"611 Cress St, Laguna Beach, CA, 92651","$1,479,000",Active,93,Single Family Residence,CROC18253199,2,2,"2,943",1,"1,050",1939,Quintessential Beach Cottage in the heart of Niguel Shores! Welcome home to this well appointed 3 bedroom 2 bath single level charmer complete with light bright open family room dining nook eat in kitchen and airy atrium. Upon entering you will find a lush succulent garden white picket pence and peaceful sitting area. Once inside the home you'll notice high vaulted wood-beamed ceilings and plenty of room to gather. Just beyond the spacious great room is the sunny backyard with several species of succulents large and small perfect for outdoor entertaining. After you've enjoyed the ocean breeze outside you will want to see the bedrooms one off the main living area a private master overlooking the lush yard and a secondary bedroom with walk in closet beyond that. A larger than normal 2 car garage and full driveway add to the desirability of this home and also the uncompromising amenities of Niguel Shores! Whether you enjoy tennis basketball swimming laps in the Olympic size pool or strolling down to your very own private beach access this home and neighborhood has it all! Walking distance to world-class resorts five star dining shopping and just minutes to Dana Point Harbor and the famous Laguna Beach.,Ground Floor Bedroom,–,Dishwasher Garbage Disposal,Formal Dining Room In Kitchen,–,Living Room,–,In Garage,None,Forced Air,–,–,Community Facility  Gunite  Heated In Ground Spa - Community Facility,–,–,Garage Garage: 2 Car(s),Capistrano Unified,Capistrano Unified,–,–,–,$830,Barbecue Area Club House Community Pool Conference Facilities Game Room Gym / Exercise Facility  Other Picnic Area  Playground,R-1
